NCESSchool,SchoolName,StreetAddr,City,State,ZipCode,Zip_4,Enrollment,Telephone,Locale,LocaleDesc,MSA_Cat,SchoolType,TypeDesc,SchoolLeve,LevelDesc,LowestGrad,HighestGra
560214000128,DOUGLAS PRIMARY SCHOOL,615 HAMILTON STREET,DOUGLAS,WY,82633,2615,331.0,3073583502,6,Town,Non-MSA,1,Regular,1,Primary,KG,02
560214000129,DRY CREEK ELEMENTARY,615 HAMILTON STREET,DOUGLAS,WY,82633,2615,5.0,3073582351,7,Rural,Non-MSA,1,Regular,1,Primary,KG,08
560214000130,MOSS AGATE ELEMENTARY,615 HAMILTON STREET,DOUGLAS,WY,82633,2615,14.0,3073583221,7,Rural,Non-MSA,1,Regular,1,Primary,KG,08
560214000132,SHAWNEE ELEMENTARY,615 HAMILTON STREET,DOUGLAS,WY,82633,2615,4.0,3073583278,7,Rural,Non-MSA,1,Regular,1,Primary,KG,08
560214000134,WAGONHOUND ELEMENTARY,615 HAMILTON STREET,DOUGLAS,WY,82633,2615,2.0,3073584903,7,Rural,Non-MSA,1,Regular,1,Primary,KG,08
560214000135,WHITE ELEMENTARY,615 HAMILTON STREET,DOUGLAS,WY,82633,2615,16.0,3073583209,7,Rural,Non-MSA,1,Regular,1,Primary,KG,08
560214000175,DOUGLAS PATHFINDER ALTERNATIVE,615 HAMILTON STREET,DOUGLAS,WY,82633,2615,100.0,3073588353,N,Unknown,Non-MSA,1,Regular,4,Other,N,N
560214000352,DOUGLAS INTERMEDIATE SCHOOL,615 HAMILTON STREET,DOUGLAS,WY,82633,2615,350.0,3073585250,6,Town,Non-MSA,1,Regular,1,Primary,03,05
560214000368,DOUGLAS MIDDLE SCHOOL,615 HAMILTON STREET,DOUGLAS,WY,82633,2615,389.0,3073589771,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560214000519,NACHTMAN ELEMENTARY,615 HAMILTON STREET,DOUGLAS,WY,82633,2615,3.0,3073586431,7,Rural,Non-MSA,1,Regular,1,Primary,KG,08
560215000037,GLENROCK INTERMEDIATE SCHOOL,P.O. BOX 1300,GLENROCK,WY,82637,1300,128.0,3074369258,7,Rural,Non-MSA,1,Regular,2,Middle,05,06
560215000136,GLENROCK MIDDLE SCHOOL,P.O. BOX 1300,GLENROCK,WY,82637,1300,110.0,3074369258,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560215000137,GLENROCK HIGH SCHOOL,P.O. BOX 1300,GLENROCK,WY,82637,1300,257.0,3074369201,7,Rural,Non-MSA,1,Regular,3,High,09,12
560215000141,GRANT ELEMENTARY,P.O. BOX 1300,GLENROCK,WY,82637,1300,295.0,3074362774,7,Rural,Non-MSA,1,Regular,1,Primary,KG,04
560215000413,BOXELDER ELEMENTARY,1866 BOXELDER ROAD,GLENROCK,WY,82637,9305,2.0,3074368953,7,Rural,Non-MSA,1,Regular,1,Primary,KG,08
560237000142,HULETT HIGH SCHOOL,P.O. BOX 127,HULETT,WY,82720,127,95.0,3074675231,7,Rural,Non-MSA,1,Regular,3,High,09,12
560237000143,MOORCROFT HIGH SCHOOL,P.O. BOX 129,MOORCROFT,WY,82721,129,182.0,3077563446,7,Rural,Non-MSA,1,Regular,3,High,09,12
560237000144,SUNDANCE HIGH SCHOOL,P.O. BOX 850,SUNDANCE,WY,82729,850,135.0,3072831007,7,Rural,Non-MSA,1,Regular,3,High,09,12
560237000146,FOUR OAKS ELEMENTARY,893 OAK CREEK ROAD,ALADDIN,WY,82710,9724,100.0,3078964836,N,Unknown,Non-MSA,1,Regular,4,Other,N,N
560237000148,MOORCROFT ELEMENTARY,P.O. BOX 40,MOORCROFT,WY,82721,40,217.0,3077563781,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560237000150,SUNDANCE ELEMENTARY,P.O. BOX 870,SUNDANCE,WY,82729,870,181.0,3072831227,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560237000458,HULETT ELEMENTARY,P.O. BOX 127,HULETT,WY,82720,127,136.0,3074675231,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560237000459,HULETT JUNIOR HIGH SCHOOL,P.O. BOX 127,HULETT,WY,82720,127,42.0,3074675231,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560237000460,MOORCROFT JUNIOR HIGH SCHOOL,P.O. BOX 129,MOORCROFT,WY,82721,129,63.0,3077563446,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560237000461,SUNDANCE JUNIOR HIGH SCHOOL,P.O. BOX 850,SUNDANCE,WY,82729,850,71.0,3072831007,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560237000530,BEAR LODGE HIGH SCHOOL,P.O. BOX 710,SUNDANCE,WY,82729,710,20.0,3072832144,7,Rural,Non-MSA,4,Voc/Tech/Other,3,High,08,12
560267000151,DUBOIS HIGH SCHOOL,P.O. BOX 188,DUBOIS,WY,82513,188,109.0,3074552279,7,Rural,Non-MSA,1,Regular,3,High,09,12
560267000432,DUBOIS ELEMENTARY/MIDDLE SCHOO,P.O. BOX 188,DUBOIS,WY,82513,188,177.0,3074552488,7,Rural,Non-MSA,1,Regular,1,Primary,KG,08
560276000152,EVANSTON HIGH SCHOOL,P.O. BOX 6002,EVANSTON,WY,82931,6002,1011.0,3077890757,6,Town,Non-MSA,1,Regular,3,High,09,12
560276000153,DAVIS MIDDLE SCHOOL,P.O. BOX 6002,EVANSTON,WY,82931,6002,409.0,3077898096,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560276000155,CLARK ELEMENTARY,P.O. BOX 6002,EVANSTON,WY,82931,6002,307.0,3077892833,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560276000414,UINTA MEADOWS ELEMENTARY,P.O. BOX 6002,EVANSTON,WY,82931,6002,406.0,3077898098,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560276000433,NORTH EVANSTON ELEMENTARY,P.O. BOX 6002,EVANSTON,WY,82931,6002,336.0,3077897658,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560276000462,ASPEN ELEMENTARY,P.O. BOX 6002,EVANSTON,WY,82931,6002,330.0,3077893106,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560276000463,EVANSTON MIDDLE SCHOOL,P.O. BOX 6002,EVANSTON,WY,82931,6002,363.0,3077895499,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560282000370,FT WASHAKIE MIDDLE SCHOOL,90 ETHETE ROAD,FT WASHAKIE,WY,82514,9602,43.0,3073322380,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560282000498,FT WASHAKIE ELEMENTARY,90 ETHETE ROAD,FT WASHAKIE,WY,82514,9602,238.0,3073322380,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560283000158,WIND RIVER SECONDARY SCHOOL,P.O. BOX 10,PAVILLION,WY,82523,10,243.0,3078566327,7,Rural,Non-MSA,1,Regular,4,Other,06,12
560283000159,CROWHEART ELEMENTARY,"HC 31, PO BOX 2",CROWHEART,WY,82512,9801,6.0,3078566372,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560283000160,WIND RIVER ELEMENTARY,P.O. BOX 10,PAVILLION,WY,82523,10,145.0,3078566372,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560287000074,JEFFREY CITY ELEMENTARY,P.O. BOX 130,JEFFREY CITY,WY,82310,,8.0,3075442254,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560287000154,PATHFINDER LEARNING CENTER,P.O. BOX 1223,LANDER,WY,82520,,47.0,3073357050,6,Town,Non-MSA,4,Voc/Tech/Other,3,High,08,12
560287000163,LANDER VALLEY HIGH SCHOOL,1005 WEST MAIN STREET,LANDER,WY,82520,2699,740.0,3073324433,7,Rural,Non-MSA,1,Regular,3,High,09,12
560287000198,STARRETT JUNIOR HIGH SCHOOL,863 SWEETWATER STREET,LANDER,WY,82520,3048,292.0,3073324040,6,Town,Non-MSA,1,Regular,2,Middle,07,08
560287000199,NORTH ELEMENTARY,626 WASHINGTON,LANDER,WY,82520,2137,274.0,3073325943,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560287000200,SOUTH ELEMENTARY,615 POPO AGIE,LANDER,WY,82520,3201,292.0,3073326690,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560287000416,WEST ELEMENTARY,350 SMITH STREET,LANDER,WY,82520,2645,280.0,3073326967,6,Town,Non-MSA,1,Regular,1,Primary,KG,06
560299000167,LINGLE-FT LARAMIE HIGH SCHOOL,P.O. BOX 379,LINGLE,WY,82223,379,96.0,3078372296,7,Rural,Non-MSA,1,Regular,3,High,09,12
560299000168,TORRINGTON HIGH SCHOOL,24TH & WEST C STREET,TORRINGTON,WY,82240,,445.0,3075327101,6,Town,Non-MSA,1,Regular,3,High,09,12
560299000169,TORRINGTON MIDDLE SCHOOL,626 WEST 25TH,TORRINGTON,WY,82240,1899,357.0,3075327014,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560299000171,SOUTHEAST ELEMENTARY,P.O. BOX 160,YODER,WY,82244,97,108.0,3075323679,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560299000172,LINGLE-FT. LARAMIE ELEMENTARY,P.O. BOX 379,LINGLE,WY,82223,379,128.0,3078372254,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560299000373,LINGLE-FT. LARAMIE MIDDLE SCHO,P.O. BOX 126,FT. LARAMIE,WY,82212,126,75.0,3078372283,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560299000464,LINCOLN ELEMENTARY,436 EAST 22ND AVENUE,TORRINGTON,WY,82240,2451,252.0,3075324003,6,Town,Non-MSA,1,Regular,1,Primary,KG,02
560299000465,PRAIRIE CENTER SCHOOL,NORTH STAR ROUTE,TORRINGTON,WY,82240,,7.0,3075327030,6,Town,Non-MSA,1,Regular,1,Primary,KG,05
560299000475,LA GRANGE ELEMENTARY,EDUCATIONAL DRIVE,LA GRANGE,WY,82221,,23.0,3078342311,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560299000482,SOUTHEAST MIDDLE SCHOOL,P.O. BOX 160,YODER,WY,82244,97,72.0,3075327176,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560299000483,SOUTHEAST HIGH SCHOOL,P.O. BOX 160,YODER,WY,82244,97,101.0,3075327176,7,Rural,Non-MSA,1,Regular,3,High,09,12
560299000488,TRAIL ELEMENTARY,1601 EAST M STREET,TORRINGTON,WY,82240,3509,289.0,3075325429,6,Town,Non-MSA,1,Regular,1,Primary,03,05
560317000174,GREYBULL HIGH SCHOOL,600 NORTH 6TH STREET,GREYBULL,WY,82426,1826,169.0,3077652537,7,Rural,Non-MSA,1,Regular,3,High,09,12
560317000176,GREYBULL ELEMENTARY,413 3RD AVENUE NORTH,GREYBULL,WY,82426,1911,209.0,3077652311,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560317000378,GREYBULL MIDDLE SCHOOL,640 8TH AVENUE NORTH,GREYBULL,WY,82426,1738,113.0,3077654492,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560318000179,GUERNSEY-SUNRISE ELEMENTARY,P.O. BOX 189,GUERNSEY,WY,82214,189,127.0,3078362733,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560318000379,GUERNSEY-SUNRISE HIGH SCHOOL,P.O. BOX 189,GUERNSEY,WY,82214,189,85.0,3078362745,7,Rural,Non-MSA,1,Regular,3,High,09,12
560318000499,GUERNSEY-SUNRISE JUNIOR HIGH,P.O. BOX 189,GUERNSEY,WY,82214,189,44.0,3078362745,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560331000180,HOT SPRINGS COUNTY HIGH SCHOOL,415 SPRINGVIEW,THERMOPOLIS,WY,82443,2244,271.0,3078646511,6,Town,Non-MSA,1,Regular,3,High,09,12
560331000181,THERMOPOLIS MIDDLE SCHOOL,415 SPRINGVIEW,THERMOPOLIS,WY,82443,2244,177.0,3078646551,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560331000184,LUCERNE ELEMENTARY,415 SPRINGVIEW,THERMOPOLIS,WY,82443,2244,106.0,3078642356,6,Town,Non-MSA,1,Regular,2,Middle,04,05
560331000185,RALPH WITTERS ELEMENTARY,415 SPRINGVIEW,THERMOPOLIS,WY,82443,2244,198.0,3078646561,6,Town,Non-MSA,1,Regular,1,Primary,KG,03
560377000178,THE LEARNING CENTER,300 S SPRUCE,BUFFALO,WY,82834,,100.0,3076841728,N,Unknown,Non-MSA,4,Voc/Tech/Other,4,Other,N,N
560377000187,BUFFALO HIGH SCHOOL,326 SOUTH BURRITT,BUFFALO,WY,82834,2139,351.0,3076842269,6,Town,Non-MSA,1,Regular,3,High,09,12
560377000188,KAYCEE HIGH SCHOOL,P.O. BOX 6,KAYCEE,WY,82639,6,63.0,3077382323,7,Rural,Non-MSA,1,Regular,3,High,09,12
560377000190,BILLY CREEK ELEMENTARY,90 BILLY CREEK ROAD,BUFFALO,WY,82834,9605,9.0,3076842685,7,Rural,Non-MSA,1,Regular,1,Primary,KG,04
560377000191,CLEAR CREEK MIDDLE SCHOOL,58 NORTH ADAMS AVENUE,BUFFALO,WY,82834,1809,272.0,3076845594,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560377000192,KAYCEE ELEMENTARY,P.O. BOX 47,KAYCEE,WY,82639,47,89.0,3077382573,7,Rural,Non-MSA,1,Regular,1,Primary,KG,06
560377000380,MEADOWLARK ELEMENTARY,550 SOUTH BURRITT AVENUE,BUFFALO,WY,82834,2149,367.0,3076849518,6,Town,Non-MSA,1,Regular,1,Primary,KG,04
560377000417,CLEAR CREEK ELEMENTARY,58 NORTH ADAMS AVENUE,BUFFALO,WY,82834,1809,80.0,3076845594,6,Town,Non-MSA,1,Regular,2,Middle,05,05
560377000501,KAYCEE JUNIOR HIGH SCHOOL,P.O. BOX 6,KAYCEE,WY,82639,6,26.0,3077382323,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560403000195,KEMMERER HIGH SCHOOL,P.O. BOX 335,DIAMONDVILLE,WY,83116,335,248.0,3078776991,6,Town,Non-MSA,1,Regular,3,High,09,12
560403000197,KEMMERER ELEMENTARY,P.O. BOX 335,DIAMONDVILLE,WY,83116,335,162.0,3078775584,6,Town,Non-MSA,1,Regular,1,Primary,03,05
560403000434,BURGOON ELEMENTARY,P.O. BOX 335,DIAMONDVILLE,WY,83116,335,137.0,3078776941,7,Rural,Non-MSA,1,Regular,1,Primary,KG,02
560403000502,KEMMERER MIDDLE SCHOOL,P.O. BOX 335,DIAMONDVILLE,WY,83116,335,177.0,3078772286,6,Town,Non-MSA,1,Regular,2,Middle,06,08
560406000193,SWIFT CREEK LEARNING CENTER,P.O. BOX 219,AFTON,WY,83110,,24.0,M,7,Rural,Non-MSA,4,Voc/Tech/Other,3,High,09,12
560406000202,STAR VALLEY HIGH SCHOOL,P.O. BOX 8000,AFTON,WY,83110,,707.0,3078857847,7,Rural,Non-MSA,1,Regular,3,High,09,12
560406000203,STAR VALLEY JUNIOR HIGH SCHOOL,P.O. BOX 8001,AFTON,WY,83110,9737,367.0,3078855208,7,Rural,Non-MSA,1,Regular,2,Middle,07,08
560406000204,AFTON ELEMENTARY,P.O. BOX 8002,AFTON,WY,83110,2,365.0,3078858002,7,Rural,Non-MSA,1,Regular,1,Primary,KG,03
560406000205,COKEVILLE ELEMENTARY,P.O. BOX 400,COKEVILLE,WY,83114,400,81.0,3072793233,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560406000206,HOLDAWAY ELEMENTARY,P.O. BOX 520,THAYNE,WY,83127,,229.0,3078832380,7,Rural,Non-MSA,1,Regular,1,Primary,KG,03
560406000207,METCALF ELEMENTARY,P.O. BOX 5068,ETNA,WY,83118,68,188.0,3078832472,7,Rural,Non-MSA,1,Regular,2,Middle,04,06
560406000381,COKEVILLE HIGH SCHOOL,P.O. BOX 220,COKEVILLE,WY,83114,,121.0,3072793273,7,Rural,Non-MSA,1,Regular,4,Other,06,12
560406000404,OSMOND ELEMENTARY,3120 STATE HIGHWAY 241,AFTON,WY,83110,9763,304.0,3078869457,7,Rural,Non-MSA,1,Regular,2,Middle,04,06
560412000208,ALBIN ELEMENTARY,P.O. BOX 38,ALBIN,WY,82050,38,63.0,3072463362,8,Rural,Within MSA,1,Regular,1,Primary,KG,06
560412000209,BURNS JR/SR HIGH SCHOOL,P.O. BOX 160,BURNS,WY,82053,160,233.0,3075473581,8,Rural,Within MSA,1,Regular,3,High,07,12
560412000210,PINE BLUFFS JR/SR HIGH SCHOOL,P.O. BOX 520,PINE BLUFFS,WY,82082,520,173.0,3072453133,8,Rural,Within MSA,1,Regular,3,High,07,12
560412000211,CARPENTER ELEMENTARY,P.O. BOX L,CARPENTER,WY,82054,368,76.0,3076492416,8,Rural,Within MSA,1,Regular,1,Primary,KG,06
560412000213,PINE BLUFFS ELEMENTARY,P.O. BOX 430,PINE BLUFFS,WY,82082,430,179.0,3072453634,8,Rural,Within MSA,1,Regular,1,Primary,KG,06
560412000485,ALBIN JR/SR HIGH SCHOOL,P.O. BOX 38,ALBIN,WY,82050,38,54.0,3072463362,8,Rural,Within MSA,1,Regular,3,High,07,12
560412000504,WEST ELEMENTARY,P.O. BOX 10,BURNS,WY,82053,10,149.0,3075473468,8,Rural,Within MSA,1,Regular,1,Primary,KG,06
560423000214,NIOBRARA COUNTY HIGH SCHOOL,P.O. BOX 1050,LUSK,WY,82225,1050,148.0,3073343320,7,Rural,Non-MSA,1,Regular,3,High,09,12
560423000215,LUSK MIDDLE SCHOOL,P.O. BOX 1239,LUSK,WY,82225,1239,97.0,3073342224,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560423000218,LANCE CREEK ELEMENTARY,P.O. BOX 334,LANCE CREEK,WY,82222,334,5.0,3073343403,7,Rural,Non-MSA,1,Regular,1,Primary,KG,08
560423000219,LUSK ELEMENTARY,P.O. BOX 1239,LUSK,WY,82225,1239,172.0,3073342224,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560426000222,LYMAN HIGH SCHOOL,P.O. BOX 1090,LYMAN,WY,82937,1090,282.0,3077876197,7,Rural,Non-MSA,1,Regular,3,High,09,12
560426000223,LYMAN ELEMENTARY,P.O. BOX 1090,LYMAN,WY,82937,1090,99.0,3077862771,7,Rural,Non-MSA,1,Regular,2,Middle,04,05
560426000357,LYMAN MIDDLE SCHOOL,P.O. BOX 1090,LYMAN,WY,82937,1090,174.0,3077864608,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560426000418,URIE ELEMENTARY,P.O. BOX 1090,LYMAN,WY,82937,1090,229.0,3077826429,7,Rural,Non-MSA,1,Regular,1,Primary,KG,03
560438000139,MEETEETSE SCHOOL,P.O. BOX 218,MEETEETSE,WY,82433,218,154.0,3078682501,7,Rural,Non-MSA,1,Regular,4,Other,KG,12
560445000226,WYOMING INDIAN ELEMENTARY,638 BLUE SKY HIGHWAY,ETHETE,WY,82520,3040,305.0,3073322053,7,Rural,Non-MSA,1,Regular,1,Primary,KG,05
560445000386,WYOMING INDIAN MIDDLE SCHOOL,638 BLUE SKY HIGHWAY,ETHETE,WY,82520,340,167.0,3073322992,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560445000441,WYOMING INDIAN HIGH SCHOOL,636 BLUE SKY HIGHWAY,ETHETE,WY,82520,340,167.0,3073329765,7,Rural,Non-MSA,1,Regular,3,High,09,12
560450000227,MOUNTAIN VIEW HIGH SCHOOL,P.O. BOX 130,MOUNTAIN VIEW,WY,82939,130,261.0,3077826340,7,Rural,Non-MSA,1,Regular,3,High,09,12
560450000228,MOUNTAIN VIEW ELEMENTARY,P.O. BOX 130,MOUNTAIN VIEW,WY,82939,130,147.0,3077826202,7,Rural,Non-MSA,1,Regular,1,Primary,KG,02
560450000388,MOUNTAIN VIEW MIDDLE SCHOOL,P.O. BOX 130,MOUNTAIN VIEW,WY,82939,130,160.0,3077826338,7,Rural,Non-MSA,1,Regular,2,Middle,06,08
560450000442,FORT BRIDGER ELEMENTARY,P.O. BOX 130,MOUNTAIN VIEW,WY,82939,130,124.0,3077823422,7,Rural,Non-MSA,1,Regular,1,Primary,03,05
560451000133,MIDWEST SCHOOL,P.O. BOX 368,MIDWEST,WY,82643,368,143.0,3074376545,8,Rural,Within MSA,1,Regular,4,Other,KG,12
560451000157,WILLOW CREEK ELEMENTARY,24135 W. WILLOW CREEK RD.,KAYCEE,WY,82639,,2.0,3077382542,8,Rural,Within MSA,1,Regular,1,Primary,KG,06
560451000183,CASPER CLASSICAL ACADEMY,970 N. GLENN ROAD,CASPER,WY,82604,6305,103.0,3072616181,2,Central City,Within MSA,1,Regular,2,Middle,07,09
560451000229,KELLY WALSH HIGH SCHOOL,3500 EAST 12TH,CASPER,WY,82609,3125,1110.0,3075774640,2,Central City,Within MSA,1,Regular,3,High,10,12
560451000231,NATRONA COUNTY HIGH SCHOOL,930 SOUTH ELM,CASPER,WY,82601,3603,1521.0,3075570330,2,Central City,Within MSA,1,Regular,3,High,10,12
560451000232,C Y JUNIOR HIGH SCHOOL,2211 ESSEX,CASPER,WY,82604,3144,704.0,3075774474,2,Central City,Within MSA,1,Regular,2,Middle,07,09
560451000233,DEAN MORGAN JUNIOR HIGH SCHOOL,1440 SOUTH ELM,CASPER,WY,82601,4118,875.0,3075774440,2,Central City,Within MSA,1,Regular,2,Middle,07,09
560451000234,EAST JUNIOR HIGH SCHOOL,900 SOUTH BEVERLY STREET,CASPER,WY,82609,2862,409.0,3075774400,2,Central City,Within MSA,1,Regular,2,Middle,07,09
560451000235,ALCOVA ELEMENTARY,P.O. BOX 106,ALCOVA,WY,82620,106,13.0,3074722079,4,Urban Fringe,Within MSA,1,Regular,1,Primary,KG,06
560451000236,CREST HILL ELEMENTARY,4445 SOUTH POPLAR,CASPER,WY,82601,6108,398.0,3075774512,2,Central City,Within MSA,1,Regular,1,Primary,KG,06
560451000237,EVANSVILLE ELEMENTARY,P.O. BOX E,EVANSVILLE,WY,82636,766,270.0,3075774518,4,Urban Fringe,Within MSA,1,Regular,1,Primary,KG,06
560451000238,FAIRDALE ELEMENTARY,1400 SOUTH FAIRDALE AVENUE,CASPER,WY,82601,4068,185.0,3075774527,2,Central City,Within MSA,1,Regular,1,Primary,KG,06
560451000240,FT CASPAR ACADEMY,2000 CASPER AVENUE,CASPER,WY,82604,6305,396.0,3075774531,2,Central City,Within MSA,1,Regular,1,Primary,KG,06
560451000241,GARFIELD ELEMENTARY,1927 SOUTH WALNUT,CASPER,WY,82601,4545,143.0,3075774535,2,Central City,Within MSA,1,Regular,1,Primary,KG,06
560451000242,GRANT ELEMENTARY,1536 OAKCREST AVENUE,CASPER,WY,82601,4444,196.0,3075774538,2,Central City,Within MSA,1,Regular,1,Primary,KG,06
560451000244,JEFFERSON ELEMENTARY,522 SOUTH JEFFERSON,CASPER,WY,82601,3231,140.0,3075774542,2,Central City,Within MSA,1,Regular,1,Primary,KG,06
560451000245,MANOR HEIGHTS ELEMENTARY,3201 EAST 15TH STREET,CASPER,WY,82609,3002,284.0,3075774545,2,Central City,Within MSA,1,Regular,1,Primary,KG,06
560451000246,MCKINLEY ELEMENTARY,1217 WEST 14TH,CASPER,WY,82604,3362,219.0,3075774553,2,Central City,Within MSA,1,Regular,1,Primary,KG,06
560451000247,MILLS ELEMENTARY,P.O. BOX 268,MILLS,WY,82644,268,192.0,3075774558,4,Urban Fringe,Within MSA,1,Regular,1,Primary,KG,06
